Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Silicobra,LV22,0,0,7,520
Silicobra,LV21.5,0,0,14,520
Silicobra,LV21.5,0,2,11,520
Silicobra,LV22,0,3,3,520
Silicobra,LV21.5,0,3,10,520
Silicobra,LV22,0,4,2,520
Silicobra,LV21.5,0,5,7,520
Silicobra,LV21.5,0,6,6,520
Silicobra,LV21,0,6,13,520
Silicobra,LV21.5,0,7,5,520
Silicobra,LV21,0,7,12,520
Silicobra,LV21.5,0,10,1,520
Silicobra,LV21,0,10,8,520
Silicobra,LV21.5,0,11,0,520
Silicobra,LV21,0,11,7,520
Silicobra,LV20.5,0,11,14,520
Silicobra,LV20.5,0,12,13,520
Silicobra,LV21,0,15,2,520
Silicobra,LV20.5,0,15,9,520
Silicobra,LV22,1,0,4,520
Silicobra,LV21.5,1,0,11,520
Silicobra,LV22,1,1,3,520
Silicobra,LV21.5,1,2,8,520
Silicobra,LV21.5,1,3,7,520
Silicobra,LV21,1,3,14,520
Silicobra,LV21,1,4,13,520
Silicobra,LV21.5,1,6,3,520
Silicobra,LV21,1,6,10,520
Silicobra,LV21.5,1,7,2,520
Silicobra,LV21,1,7,9,520
Silicobra,LV21.5,1,8,1,520
Silicobra,LV20.5,1,8,15,520
Silicobra,LV21,1,10,5,520
Silicobra,LV21,1,11,4,520
Silicobra,LV20.5,1,11,11,520
Silicobra,LV21,1,12,3,520
Silicobra,LV20.5,1,12,10,520
Silicobra,LV20.5,1,13,9,520
Silicobra,LV20,1,14,15,520
Silicobra,LV20,1,15,14,520
Silicobra,LV21.5,2,0,8,520
Silicobra,LV21,2,0,15,520
Silicobra,LV22,2,1,0,520
Silicobra,LV21.5,2,1,7,520
Silicobra,LV21,2,1,14,520
Silicobra,LV21.5,2,3,4,520
Silicobra,LV21,2,3,11,520
Silicobra,LV21.5,2,4,3,520
Silicobra,LV21,2,4,10,520
Silicobra,LV21,2,7,6,520
Silicobra,LV21,2,8,5,520
Silicobra,LV20.5,2,8,12,520
Silicobra,LV20.5,2,9,11,520
Silicobra,LV21,2,11,1,520
Silicobra,LV21,2,12,0,520
Silicobra,LV20.5,2,12,7,520
Silicobra,LV20.5,2,13,6,520
Silicobra,LV20.5,2,14,5,520
Silicobra,LV20,2,14,12,520
Silicobra,LV20,2,15,11,520
Silicobra,LV21.5,3,0,5,520
Silicobra,LV21.5,3,1,4,520
Silicobra,LV21,3,1,11,520
Silicobra,LV21.5,3,4,0,520
Silicobra,LV21,3,4,7,520
Silicobra,LV21,3,5,6,520
Silicobra,LV20.5,3,5,13,520
Silicobra,LV21,3,8,2,520
Silicobra,LV20.5,3,8,9,520
Silicobra,LV21,3,9,1,520
Silicobra,LV20.5,3,9,8,520
Silicobra,LV21,3,10,0,520
Silicobra,LV20,3,10,14,520
Silicobra,LV20,3,11,13,520
Silicobra,LV20.5,3,13,3,520
Silicobra,LV20.5,3,14,2,520
Silicobra,LV20,3,14,9,520
Silicobra,LV20.5,3,15,1,520
Silicobra,LV20,3,15,8,520
Silicobra,LV21.5,4,1,1,520
Silicobra,LV21,4,1,8,520
Silicobra,LV21.5,4,2,0,520
Silicobra,LV21,4,2,7,520
Silicobra,LV20.5,4,2,14,520
Silicobra,LV20.5,4,3,13,520
Silicobra,LV21,4,4,4,520
Silicobra,LV21,4,5,3,520
Silicobra,LV20.5,4,5,10,520
Silicobra,LV21,4,6,2,520
Silicobra,LV20.5,4,6,9,520
Silicobra,LV20,4,7,15,520
Silicobra,LV20,4,8,14,520
Silicobra,LV20.5,4,9,5,520
Silicobra,LV20.5,4,10,4,520
Silicobra,LV20,4,10,11,520
Silicobra,LV20.5,4,11,3,520
Silicobra,LV20,4,11,10,520
Silicobra,LV20,4,12,9,520
Silicobra,LV19.5,4,14,14,520
Silicobra,LV19.5,4,15,13,520
Silicobra,LV21.5,5,0,0,520
Silicobra,LV20.5,5,0,14,520
Silicobra,LV21,5,2,4,520
Silicobra,LV20.5,5,2,11,520
Silicobra,LV21,5,3,3,520
Silicobra,LV20.5,5,3,10,520
Silicobra,LV20,5,5,15,520
Silicobra,LV20.5,5,6,6,520
Silicobra,LV20.5,5,7,5,520
Silicobra,LV20,5,7,12,520
Silicobra,LV20,5,8,11,520
Silicobra,LV20,5,9,10,520
Silicobra,LV20.5,5,10,1,520
Silicobra,LV20.5,5,11,0,520
Silicobra,LV20,5,11,7,520
Silicobra,LV19.5,5,11,15,520
Silicobra,LV20,5,12,6,520
Silicobra,LV20,5,13,5,520
Silicobra,LV20,5,14,4,520
Silicobra,LV19.5,5,14,11,520
Silicobra,LV19.5,5,15,10,520
Silicobra,LV21,6,0,4,520
Silicobra,LV20.5,6,0,11,520
Silicobra,LV20.5,6,1,10,520
Silicobra,LV21,6,3,0,520
Silicobra,LV20.5,6,3,7,520
Silicobra,LV20.5,6,4,6,520
Silicobra,LV20,6,5,12,520
Silicobra,LV20,6,6,11,520
Silicobra,LV20.5,6,7,2,520
Silicobra,LV20.5,6,8,1,520
Silicobra,LV20,6,8,8,520
Silicobra,LV20.5,6,9,0,520
Silicobra,LV20,6,9,7,520
Silicobra,LV20,6,10,6,520
Silicobra,LV19.5,6,11,12,520
Silicobra,LV19.5,6,12,11,520
Silicobra,LV20,6,13,2,520
Silicobra,LV20,6,14,1,520
Silicobra,LV20,6,15,0,520
Silicobra,LV19,6,15,15,520
Silicobra,LV21,7,1,0,520
Silicobra,LV20.5,7,1,7,520
Silicobra,LV20.5,7,2,6,520
Silicobra,LV20,7,2,13,520
Silicobra,LV20,7,3,12,520
Silicobra,LV20.5,7,4,3,520
Silicobra,LV20.5,7,5,2,520
Silicobra,LV20,7,5,9,520
Silicobra,LV20.5,7,6,1,520
Silicobra,LV20,7,6,8,520
Silicobra,LV20,7,7,7,520
Silicobra,LV19.5,7,8,13,520
Silicobra,LV19.5,7,9,12,520
Silicobra,LV20,7,10,3,520
Silicobra,LV20,7,11,2,520
Silicobra,LV20,7,12,1,520
Silicobra,LV19.5,7,12,8,520
Silicobra,LV19.5,7,13,7,520
Silicobra,LV19,7,13,15,520
Silicobra,LV19.5,7,14,6,520
Silicobra,LV20,8,0,13,520
Silicobra,LV20,8,1,12,520
Silicobra,LV20.5,8,2,3,520
Silicobra,LV20.5,8,3,2,520
Silicobra,LV20,8,3,9,520
Silicobra,LV20,8,4,8,520
Silicobra,LV19.5,8,5,14,520
Silicobra,LV19.5,8,6,13,520
Silicobra,LV20,8,7,4,520
Silicobra,LV20,8,8,3,520
Silicobra,LV19.5,8,9,9,520
Silicobra,LV19.5,8,10,8,520
Silicobra,LV19,8,12,13,520
Silicobra,LV19,8,13,12,520
Silicobra,LV19.5,8,14,3,520
Silicobra,LV19,8,14,11,520
Silicobra,LV19.5,8,15,2,520
Silicobra,LV20.5,9,0,3,520
Silicobra,LV20.5,9,1,2,520
Silicobra,LV20,9,1,9,520
Silicobra,LV20,9,2,8,520
Silicobra,LV19.5,9,3,14,520
Silicobra,LV20,9,4,5,520
Silicobra,LV19.5,9,4,13,520
Silicobra,LV20,9,5,4,520
Silicobra,LV19.5,9,6,10,520
Silicobra,LV19.5,9,7,9,520
Silicobra,LV19,9,9,14,520
Silicobra,LV19.5,9,10,5,520
Silicobra,LV19,9,10,13,520
Silicobra,LV19.5,9,11,4,520
Silicobra,LV19,9,11,12,520
