Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Sandaconda,LV7.5,0,0,10,520
Sandaconda,LV7.5,0,1,9,520
Sandaconda,LV7.5,0,2,8,520
Sandaconda,LV7.5,0,3,7,520
Sandaconda,LV7.5,0,4,6,520
Sandaconda,LV7.5,0,7,4,520
Sandaconda,LV7.5,0,8,3,520
Sandaconda,LV7.5,0,9,2,520
Sandaconda,LV7.5,0,10,1,520
Sandaconda,LV7.5,1,0,8,520
Sandaconda,LV7.5,1,1,7,520
Sandaconda,LV7.5,1,2,6,520
Sandaconda,LV7.5,1,5,4,520
Sandaconda,LV7.5,1,6,3,520
Sandaconda,LV7.5,1,7,2,520
Sandaconda,LV7.5,1,8,1,520
Sandaconda,LV7.5,2,0,6,520
Sandaconda,LV7.5,2,1,5,520
Sandaconda,LV7.5,2,4,3,520
Sandaconda,LV7.5,2,5,2,520
Sandaconda,LV7.5,2,6,1,520
Sandaconda,LV7.5,2,7,0,520
Sandaconda,LV7.5,3,2,3,520
Sandaconda,LV7.5,3,3,2,520
Sandaconda,LV7.5,3,4,1,520
Sandaconda,LV7.5,3,5,0,520
Sandaconda,LV7.5,4,0,3,520
Sandaconda,LV7.5,4,1,2,520
Sandaconda,LV7.5,4,2,1,520
Sandaconda,LV7.5,4,3,0,520
Sandaconda,LV7.5,5,0,1,520
Sandaconda,LV7.5,5,1,0,520
Sandaconda,LV7,6,15,14,520
Sandaconda,LV7,7,11,15,520
Sandaconda,LV7,7,14,13,520
Sandaconda,LV7,7,15,12,520
Sandaconda,LV7,8,9,15,520
Sandaconda,LV7,8,10,14,520
Sandaconda,LV7,8,13,12,520
Sandaconda,LV7,8,14,11,520
Sandaconda,LV7,8,15,10,520
Sandaconda,LV7,9,7,15,520
Sandaconda,LV7,9,8,14,520
Sandaconda,LV7,9,11,12,520
Sandaconda,LV7,9,12,11,520
Sandaconda,LV7,9,13,10,520
Sandaconda,LV7,9,14,9,520
Sandaconda,LV7,9,15,8,520
Sandaconda,LV7,10,5,15,520
Sandaconda,LV7,10,6,14,520
Sandaconda,LV7,10,9,12,520
Sandaconda,LV7,10,10,11,520
Sandaconda,LV7,10,11,10,520
Sandaconda,LV7,10,12,9,520
Sandaconda,LV7,10,13,8,520
Sandaconda,LV7,11,3,15,520
Sandaconda,LV7,11,4,14,520
Sandaconda,LV7,11,8,11,520
Sandaconda,LV7,11,9,10,520
Sandaconda,LV7,11,10,9,520
Sandaconda,LV7,11,11,8,520
Sandaconda,LV7,11,12,7,520
Sandaconda,LV7,11,14,6,520
Sandaconda,LV7,11,15,5,520
Sandaconda,LV7,12,1,15,520
Sandaconda,LV7,12,2,14,520
Sandaconda,LV7,12,6,11,520
Sandaconda,LV7,12,7,10,520
Sandaconda,LV7,12,8,9,520
Sandaconda,LV7,12,9,8,520
Sandaconda,LV7,12,10,7,520
Sandaconda,LV7,12,13,5,520
Sandaconda,LV7,12,14,4,520
Sandaconda,LV7,12,15,3,520
Sandaconda,LV7,13,3,12,520
Sandaconda,LV7,13,4,11,520
Sandaconda,LV7,13,5,10,520
Sandaconda,LV7,13,6,9,520
Sandaconda,LV7,13,7,8,520
Sandaconda,LV7,13,8,7,520
Sandaconda,LV7,13,11,5,520
Sandaconda,LV7,13,12,4,520
Sandaconda,LV7,13,13,3,520
Sandaconda,LV7,13,14,2,520
Sandaconda,LV7,14,1,12,520
Sandaconda,LV7,14,2,11,520
Sandaconda,LV7,14,3,10,520
Sandaconda,LV7,14,4,9,520
Sandaconda,LV7,14,5,8,520
Sandaconda,LV7,14,6,7,520
Sandaconda,LV7,14,9,5,520
Sandaconda,LV7,14,10,4,520
Sandaconda,LV7,14,11,3,520
Sandaconda,LV7,14,12,2,520
Sandaconda,LV7,14,14,1,520
Sandaconda,LV7,14,15,0,520
Sandaconda,LV7,15,0,11,520
Sandaconda,LV7,15,1,10,520
Sandaconda,LV7,15,2,9,520
Sandaconda,LV7,15,3,8,520
Sandaconda,LV7,15,4,7,520
Sandaconda,LV7,15,7,5,520
Sandaconda,LV7,15,8,4,520
Sandaconda,LV7,15,9,3,520
Sandaconda,LV7,15,10,2,520
Sandaconda,LV7,15,13,0,520
