Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Squawkabilly Green Plumage,LV11,0,1,1,520
Squawkabilly Green Plumage,LV10.5,0,4,14,520
Squawkabilly Green Plumage,LV10.5,0,5,12,520
Squawkabilly Green Plumage,LV10.5,0,6,10,520
Squawkabilly Green Plumage,LV10.5,0,7,8,520
Squawkabilly Green Plumage,LV10.5,0,9,5,520
Squawkabilly Green Plumage,LV10.5,0,10,3,520
Squawkabilly Green Plumage,LV10.5,0,11,1,520
Squawkabilly Green Plumage,LV10,0,15,14,520
Squawkabilly Green Plumage,LV10.5,1,2,15,520
Squawkabilly Green Plumage,LV10.5,1,5,10,520
Squawkabilly Green Plumage,LV10.5,1,6,8,520
Squawkabilly Green Plumage,LV10.5,1,7,6,520
Squawkabilly Green Plumage,LV10.5,1,8,4,520
Squawkabilly Green Plumage,LV10.5,1,10,1,520
Squawkabilly Green Plumage,LV10,1,13,15,520
Squawkabilly Green Plumage,LV10,1,15,12,520
Squawkabilly Green Plumage,LV10.5,2,1,15,520
Squawkabilly Green Plumage,LV10.5,2,2,13,520
Squawkabilly Green Plumage,LV10.5,2,3,11,520
Squawkabilly Green Plumage,LV10.5,2,4,9,520
Squawkabilly Green Plumage,LV10.5,2,6,6,520
Squawkabilly Green Plumage,LV10.5,2,7,4,520
Squawkabilly Green Plumage,LV10.5,2,8,2,520
Squawkabilly Green Plumage,LV10,2,12,15,520
Squawkabilly Green Plumage,LV10,2,13,13,520
Squawkabilly Green Plumage,LV10,2,14,11,520
Squawkabilly Green Plumage,LV10,2,15,10,520
Squawkabilly Green Plumage,LV10.5,3,0,15,520
Squawkabilly Green Plumage,LV10.5,3,1,13,520
Squawkabilly Green Plumage,LV10.5,3,2,11,520
Squawkabilly Green Plumage,LV10.5,3,3,9,520
Squawkabilly Green Plumage,LV10.5,3,4,7,520
Squawkabilly Green Plumage,LV10.5,3,5,5,520
Squawkabilly Green Plumage,LV10.5,3,7,2,520
Squawkabilly Green Plumage,LV10.5,3,8,0,520
Squawkabilly Green Plumage,LV10,3,11,14,520
Squawkabilly Green Plumage,LV10,3,13,11,520
