Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Falinks Mega Falinks,LV5.5,0,14,15,520
Falinks Mega Falinks,LV5.5,1,14,14,520
Falinks Mega Falinks,LV5.5,1,15,13,520
Falinks Mega Falinks,LV5.5,2,11,15,520
Falinks Mega Falinks,LV5.5,2,12,14,520
Falinks Mega Falinks,LV5.5,2,13,13,520
Falinks Mega Falinks,LV5.5,2,15,12,520
Falinks Mega Falinks,LV5.5,3,9,15,520
Falinks Mega Falinks,LV5.5,3,10,14,520
Falinks Mega Falinks,LV5.5,3,12,13,520
Falinks Mega Falinks,LV5.5,3,13,12,520
Falinks Mega Falinks,LV5.5,3,14,11,520
Falinks Mega Falinks,LV5.5,4,7,15,520
Falinks Mega Falinks,LV5.5,4,10,13,520
Falinks Mega Falinks,LV5.5,4,11,12,520
Falinks Mega Falinks,LV5.5,4,13,11,520
Falinks Mega Falinks,LV5.5,4,14,10,520
Falinks Mega Falinks,LV5.5,4,15,9,520
Falinks Mega Falinks,LV5.5,5,7,14,520
Falinks Mega Falinks,LV5.5,5,8,13,520
Falinks Mega Falinks,LV5.5,5,11,11,520
Falinks Mega Falinks,LV5.5,5,12,10,520
Falinks Mega Falinks,LV5.5,5,14,9,520
Falinks Mega Falinks,LV5.5,5,15,8,520
Falinks Mega Falinks,LV5.5,6,4,15,520
Falinks Mega Falinks,LV5.5,6,5,14,520
Falinks Mega Falinks,LV5.5,6,6,13,520
Falinks Mega Falinks,LV5.5,6,8,12,520
Falinks Mega Falinks,LV5.5,6,9,11,520
Falinks Mega Falinks,LV5.5,6,12,9,520
Falinks Mega Falinks,LV5.5,6,13,8,520
Falinks Mega Falinks,LV5.5,6,15,7,520
Falinks Mega Falinks,LV5.5,7,2,15,520
Falinks Mega Falinks,LV5.5,7,3,14,520
Falinks Mega Falinks,LV5.5,7,5,13,520
Falinks Mega Falinks,LV5.5,7,6,12,520
Falinks Mega Falinks,LV5.5,7,7,11,520
Falinks Mega Falinks,LV5.5,7,9,10,520
Falinks Mega Falinks,LV5.5,7,10,9,520
Falinks Mega Falinks,LV5.5,7,13,7,520
Falinks Mega Falinks,LV5.5,7,14,6,520
Falinks Mega Falinks,LV5.5,8,0,15,520
Falinks Mega Falinks,LV5.5,8,2,14,520
Falinks Mega Falinks,LV5.5,8,3,13,520
Falinks Mega Falinks,LV5.5,8,4,12,520
Falinks Mega Falinks,LV5.5,8,6,11,520
Falinks Mega Falinks,LV5.5,8,7,10,520
Falinks Mega Falinks,LV5.5,8,8,9,520
Falinks Mega Falinks,LV5.5,8,10,8,520
Falinks Mega Falinks,LV5.5,8,11,7,520
Falinks Mega Falinks,LV5.5,8,13,6,520
