Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Espathra,LV8.5,0,0,11,520
Espathra,LV8.5,0,1,9,520
Espathra,LV8.5,0,2,8,520
Espathra,LV8.5,0,3,6,520
Espathra,LV8.5,0,4,4,520
Espathra,LV8.5,0,6,1,520
Espathra,LV8,0,15,15,520
Espathra,LV8.5,1,0,9,520
Espathra,LV8.5,1,1,7,520
Espathra,LV8.5,1,3,4,520
Espathra,LV8.5,1,4,2,520
Espathra,LV8.5,1,5,0,520
Espathra,LV8,1,14,15,520
Espathra,LV8,1,15,13,520
Espathra,LV8.5,2,0,7,520
Espathra,LV8.5,2,1,5,520
Espathra,LV8.5,2,2,3,520
Espathra,LV8.5,2,3,2,520
Espathra,LV8.5,2,4,0,520
Espathra,LV8,2,13,14,520
Espathra,LV8,2,14,12,520
Espathra,LV8,2,15,11,520
Espathra,LV8.5,3,0,5,520
Espathra,LV8.5,3,1,3,520
Espathra,LV8.5,3,2,1,520
Espathra,LV8,3,11,15,520
Espathra,LV8,3,12,13,520
Espathra,LV8,3,13,12,520
Espathra,LV8,3,14,10,520
Espathra,LV8,3,15,9,520
Espathra,LV8.5,4,1,1,520
Espathra,LV8,4,10,15,520
Espathra,LV8,4,11,13,520
Espathra,LV8,4,12,11,520
Espathra,LV8,4,13,10,520
Espathra,LV8,4,14,8,520
Espathra,LV8.5,5,0,0,520
Espathra,LV8,5,9,14,520
Espathra,LV8,5,10,12,520
Espathra,LV8,5,11,11,520
Espathra,LV8,5,12,9,520
Espathra,LV8,5,14,6,520
Espathra,LV8,5,15,4,520
Espathra,LV8,6,7,15,520
Espathra,LV8,6,9,12,520
Espathra,LV8,6,10,10,520
Espathra,LV8,6,12,7,520
Espathra,LV8,6,13,5,520
Espathra,LV8,6,14,4,520
Espathra,LV8,6,15,2,520
Espathra,LV8,7,6,15,520
Espathra,LV8,7,7,13,520
Espathra,LV8,7,8,11,520
Espathra,LV8,7,9,10,520
Espathra,LV8,7,10,8,520
Espathra,LV8,7,11,6,520
Espathra,LV8,7,12,5,520
Espathra,LV8,7,13,3,520
Espathra,LV8,7,14,2,520
Espathra,LV8,7,15,0,520
Espathra,LV8,8,5,14,520
Espathra,LV8,8,6,13,520
Espathra,LV8,8,7,11,520
Espathra,LV8,8,8,9,520
Espathra,LV8,8,9,8,520
Espathra,LV8,8,10,6,520
Espathra,LV8,8,11,4,520
Espathra,LV8,8,12,3,520
Espathra,LV8,8,13,1,520
Espathra,LV8,8,14,0,520
Espathra,LV8,9,4,14,520
Espathra,LV8,9,5,12,520
Espathra,LV8,9,7,9,520
Espathra,LV8,9,8,7,520
Espathra,LV8,9,10,4,520
Espathra,LV8,9,11,2,520
Espathra,LV8,9,12,1,520
Espathra,LV8,10,2,15,520
Espathra,LV8,10,4,12,520
Espathra,LV8,10,5,10,520
Espathra,LV8,10,6,8,520
Espathra,LV8,10,7,7,520
Espathra,LV8,10,8,5,520
Espathra,LV8,10,9,3,520
Espathra,LV8,10,10,2,520
Espathra,LV8,10,11,0,520
Espathra,LV8,11,1,15,520
Espathra,LV8,11,2,13,520
Espathra,LV8,11,3,11,520
Espathra,LV8,11,4,10,520
Espathra,LV8,11,5,8,520
Espathra,LV8,11,6,6,520
Espathra,LV8,11,7,5,520
Espathra,LV8,11,8,3,520
Espathra,LV8,11,9,1,520
Espathra,LV8,11,10,0,520
Espathra,LV8,12,0,15,520
Espathra,LV8,12,1,13,520
Espathra,LV8,12,2,11,520
Espathra,LV8,12,3,9,520
Espathra,LV8,12,4,8,520
Espathra,LV8,12,5,6,520
Espathra,LV8,12,6,4,520
Espathra,LV8,12,7,3,520
Espathra,LV8,12,8,1,520
Espathra,LV8,13,1,11,520
Espathra,LV8,13,2,9,520
Espathra,LV8,13,3,7,520
Espathra,LV8,13,5,4,520
Espathra,LV8,13,6,2,520
Espathra,LV8,14,0,10,520
Espathra,LV8,14,1,9,520
Espathra,LV8,14,2,7,520
Espathra,LV8,14,3,5,520
Espathra,LV8,14,5,2,520
Espathra,LV8,14,6,0,520
Espathra,LV8,15,0,8,520
Espathra,LV8,15,1,7,520
Espathra,LV8,15,2,5,520
Espathra,LV8,15,3,3,520
Espathra,LV8,15,5,0,520
