Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Skarmory Mega Skarmory,LV5.5,0,5,15,520
Skarmory Mega Skarmory,LV5.5,0,6,14,520
Skarmory Mega Skarmory,LV5.5,0,7,13,520
Skarmory Mega Skarmory,LV5.5,0,9,12,520
Skarmory Mega Skarmory,LV5.5,0,10,11,520
Skarmory Mega Skarmory,LV5.5,0,13,9,520
Skarmory Mega Skarmory,LV5.5,0,14,8,520
Skarmory Mega Skarmory,LV5.5,1,3,15,520
Skarmory Mega Skarmory,LV5.5,1,4,14,520
Skarmory Mega Skarmory,LV5.5,1,6,13,520
Skarmory Mega Skarmory,LV5.5,1,7,12,520
Skarmory Mega Skarmory,LV5.5,1,8,11,520
Skarmory Mega Skarmory,LV5.5,1,10,10,520
Skarmory Mega Skarmory,LV5.5,1,11,9,520
Skarmory Mega Skarmory,LV5.5,1,14,7,520
Skarmory Mega Skarmory,LV5.5,1,15,6,520
Skarmory Mega Skarmory,LV5.5,2,1,15,520
Skarmory Mega Skarmory,LV5.5,2,3,14,520
Skarmory Mega Skarmory,LV5.5,2,4,13,520
Skarmory Mega Skarmory,LV5.5,2,5,12,520
Skarmory Mega Skarmory,LV5.5,2,7,11,520
Skarmory Mega Skarmory,LV5.5,2,8,10,520
Skarmory Mega Skarmory,LV5.5,2,9,9,520
Skarmory Mega Skarmory,LV5.5,2,11,8,520
Skarmory Mega Skarmory,LV5.5,2,12,7,520
Skarmory Mega Skarmory,LV5.5,2,14,6,520
Skarmory Mega Skarmory,LV5.5,2,15,5,520
Skarmory Mega Skarmory,LV5.5,3,0,15,520
Skarmory Mega Skarmory,LV5.5,3,1,14,520
Skarmory Mega Skarmory,LV5.5,3,2,13,520
Skarmory Mega Skarmory,LV5.5,3,4,12,520
Skarmory Mega Skarmory,LV5.5,3,5,11,520
Skarmory Mega Skarmory,LV5.5,3,6,10,520
Skarmory Mega Skarmory,LV5.5,3,8,9,520
Skarmory Mega Skarmory,LV5.5,3,9,8,520
Skarmory Mega Skarmory,LV5.5,3,10,7,520
Skarmory Mega Skarmory,LV5.5,3,12,6,520
Skarmory Mega Skarmory,LV5.5,3,13,5,520
Skarmory Mega Skarmory,LV5.5,3,15,4,520
Skarmory Mega Skarmory,LV5.5,4,1,13,520
Skarmory Mega Skarmory,LV5.5,4,2,12,520
Skarmory Mega Skarmory,LV5.5,4,3,11,520
Skarmory Mega Skarmory,LV5.5,4,5,10,520
Skarmory Mega Skarmory,LV5.5,4,6,9,520
Skarmory Mega Skarmory,LV5.5,4,7,8,520
Skarmory Mega Skarmory,LV5.5,4,9,7,520
Skarmory Mega Skarmory,LV5.5,4,10,6,520
Skarmory Mega Skarmory,LV5.5,4,13,4,520
Skarmory Mega Skarmory,LV5.5,4,14,3,520
Skarmory Mega Skarmory,LV5.5,5,0,12,520
Skarmory Mega Skarmory,LV5.5,5,2,11,520
Skarmory Mega Skarmory,LV5.5,5,3,10,520
Skarmory Mega Skarmory,LV5.5,5,4,9,520
Skarmory Mega Skarmory,LV5.5,5,6,8,520
Skarmory Mega Skarmory,LV5.5,5,7,7,520
Skarmory Mega Skarmory,LV5.5,5,8,6,520
Skarmory Mega Skarmory,LV5.5,5,10,5,520
Skarmory Mega Skarmory,LV5.5,5,11,4,520
Skarmory Mega Skarmory,LV5.5,5,13,3,520
Skarmory Mega Skarmory,LV5.5,5,14,2,520
Skarmory Mega Skarmory,LV5.5,6,0,11,520
Skarmory Mega Skarmory,LV5.5,6,1,10,520
Skarmory Mega Skarmory,LV5.5,6,3,9,520
Skarmory Mega Skarmory,LV5.5,6,4,8,520
Skarmory Mega Skarmory,LV5.5,6,5,7,520
Skarmory Mega Skarmory,LV5.5,6,7,6,520
Skarmory Mega Skarmory,LV5.5,6,8,5,520
Skarmory Mega Skarmory,LV5.5,6,11,3,520
Skarmory Mega Skarmory,LV5.5,6,12,2,520
Skarmory Mega Skarmory,LV5.5,6,14,1,520
Skarmory Mega Skarmory,LV5.5,6,15,0,520
Skarmory Mega Skarmory,LV5.5,7,0,10,520
Skarmory Mega Skarmory,LV5.5,7,1,9,520
Skarmory Mega Skarmory,LV5.5,7,2,8,520
Skarmory Mega Skarmory,LV5.5,7,4,7,520
Skarmory Mega Skarmory,LV5.5,7,5,6,520
Skarmory Mega Skarmory,LV5.5,7,6,5,520
Skarmory Mega Skarmory,LV5.5,7,8,4,520
Skarmory Mega Skarmory,LV5.5,7,9,3,520
Skarmory Mega Skarmory,LV5.5,7,11,2,520
Skarmory Mega Skarmory,LV5.5,7,12,1,520
Skarmory Mega Skarmory,LV5.5,7,14,0,520
Skarmory Mega Skarmory,LV5.5,8,1,8,520
Skarmory Mega Skarmory,LV5.5,8,2,7,520
Skarmory Mega Skarmory,LV5.5,8,3,6,520
Skarmory Mega Skarmory,LV5.5,8,5,5,520
Skarmory Mega Skarmory,LV5.5,8,6,4,520
Skarmory Mega Skarmory,LV5.5,8,8,3,520
Skarmory Mega Skarmory,LV5.5,8,9,2,520
Skarmory Mega Skarmory,LV5.5,8,10,1,520
Skarmory Mega Skarmory,LV5.5,8,12,0,520
Skarmory Mega Skarmory,LV5.5,9,0,7,520
Skarmory Mega Skarmory,LV5.5,9,2,6,520
Skarmory Mega Skarmory,LV5.5,9,3,5,520
Skarmory Mega Skarmory,LV5.5,9,6,3,520
Skarmory Mega Skarmory,LV5.5,9,7,2,520
Skarmory Mega Skarmory,LV5.5,9,9,1,520
Skarmory Mega Skarmory,LV5.5,9,10,0,520
Skarmory Mega Skarmory,LV5.5,10,0,6,520
Skarmory Mega Skarmory,LV5.5,10,3,4,520
Skarmory Mega Skarmory,LV5.5,10,4,3,520
Skarmory Mega Skarmory,LV5.5,10,6,2,520
Skarmory Mega Skarmory,LV5.5,10,7,1,520
Skarmory Mega Skarmory,LV5.5,11,0,5,520
Skarmory Mega Skarmory,LV5.5,11,1,4,520
Skarmory Mega Skarmory,LV5.5,11,3,3,520
Skarmory Mega Skarmory,LV5.5,11,4,2,520
Skarmory Mega Skarmory,LV5.5,11,5,1,520
Skarmory Mega Skarmory,LV5.5,11,7,0,520
Skarmory Mega Skarmory,LV5.5,12,0,4,520
Skarmory Mega Skarmory,LV5.5,12,1,3,520
Skarmory Mega Skarmory,LV5.5,12,2,2,520
Skarmory Mega Skarmory,LV5.5,12,4,1,520
Skarmory Mega Skarmory,LV5.5,12,5,0,520
Skarmory Mega Skarmory,LV5.5,13,1,2,520
Skarmory Mega Skarmory,LV5.5,13,2,1,520
Skarmory Mega Skarmory,LV5.5,13,4,0,520
Skarmory Mega Skarmory,LV5.5,14,1,1,520
Skarmory Mega Skarmory,LV5.5,14,2,0,520
Skarmory Mega Skarmory,LV5.5,15,0,0,520
