Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Mewtwo Mega Mewtwo X,LV3.5,0,9,15,520
Mewtwo Mega Mewtwo X,LV3.5,0,11,12,520
Mewtwo Mega Mewtwo X,LV3.5,0,12,11,520
Mewtwo Mega Mewtwo X,LV3.5,0,13,10,520
Mewtwo Mega Mewtwo X,LV3.5,0,14,9,520
Mewtwo Mega Mewtwo X,LV3.5,0,15,8,520
Mewtwo Mega Mewtwo X,LV3.5,1,8,14,520
Mewtwo Mega Mewtwo X,LV3.5,1,9,13,520
Mewtwo Mega Mewtwo X,LV3.5,1,10,12,520
Mewtwo Mega Mewtwo X,LV3.5,1,11,11,520
Mewtwo Mega Mewtwo X,LV3.5,1,12,10,520
Mewtwo Mega Mewtwo X,LV3.5,1,13,9,520
Mewtwo Mega Mewtwo X,LV3.5,1,14,8,520
Mewtwo Mega Mewtwo X,LV3.5,1,15,7,520
Mewtwo Mega Mewtwo X,LV3.5,2,6,15,520
Mewtwo Mega Mewtwo X,LV3.5,2,7,14,520
Mewtwo Mega Mewtwo X,LV3.5,2,8,13,520
Mewtwo Mega Mewtwo X,LV3.5,2,9,12,520
Mewtwo Mega Mewtwo X,LV3.5,2,10,11,520
Mewtwo Mega Mewtwo X,LV3.5,2,11,10,520
Mewtwo Mega Mewtwo X,LV3.5,2,12,9,520
Mewtwo Mega Mewtwo X,LV3.5,2,13,8,520
Mewtwo Mega Mewtwo X,LV3.5,2,14,7,520
Mewtwo Mega Mewtwo X,LV3.5,2,15,6,520
Mewtwo Mega Mewtwo X,LV3.5,3,5,15,520
Mewtwo Mega Mewtwo X,LV3.5,3,6,14,520
Mewtwo Mega Mewtwo X,LV3.5,3,7,13,520
Mewtwo Mega Mewtwo X,LV3.5,3,8,12,520
Mewtwo Mega Mewtwo X,LV3.5,3,9,11,520
Mewtwo Mega Mewtwo X,LV3.5,3,10,10,520
Mewtwo Mega Mewtwo X,LV3.5,3,11,9,520
Mewtwo Mega Mewtwo X,LV3.5,3,12,8,520
Mewtwo Mega Mewtwo X,LV3.5,3,13,7,520
Mewtwo Mega Mewtwo X,LV3.5,3,14,6,520
Mewtwo Mega Mewtwo X,LV3.5,3,15,5,520
Mewtwo Mega Mewtwo X,LV3.5,4,4,15,520
Mewtwo Mega Mewtwo X,LV3.5,4,5,14,520
Mewtwo Mega Mewtwo X,LV3.5,4,6,13,520
Mewtwo Mega Mewtwo X,LV3.5,4,7,12,520
Mewtwo Mega Mewtwo X,LV3.5,4,8,11,520
Mewtwo Mega Mewtwo X,LV3.5,4,9,10,520
Mewtwo Mega Mewtwo X,LV3.5,4,10,9,520
Mewtwo Mega Mewtwo X,LV3.5,4,11,8,520
Mewtwo Mega Mewtwo X,LV3.5,4,12,7,520
Mewtwo Mega Mewtwo X,LV3.5,4,13,6,520
Mewtwo Mega Mewtwo X,LV3.5,4,14,5,520
Mewtwo Mega Mewtwo X,LV3.5,5,3,15,520
Mewtwo Mega Mewtwo X,LV3.5,5,4,14,520
Mewtwo Mega Mewtwo X,LV3.5,5,5,13,520
Mewtwo Mega Mewtwo X,LV3.5,5,6,12,520
Mewtwo Mega Mewtwo X,LV3.5,5,7,11,520
Mewtwo Mega Mewtwo X,LV3.5,5,8,10,520
Mewtwo Mega Mewtwo X,LV3.5,5,9,9,520
Mewtwo Mega Mewtwo X,LV3.5,5,13,4,520
Mewtwo Mega Mewtwo X,LV3.5,5,14,3,520
Mewtwo Mega Mewtwo X,LV3.5,5,15,2,520
Mewtwo Mega Mewtwo X,LV3.5,6,2,15,520
Mewtwo Mega Mewtwo X,LV3.5,6,3,14,520
Mewtwo Mega Mewtwo X,LV3.5,6,4,13,520
Mewtwo Mega Mewtwo X,LV3.5,6,5,12,520
Mewtwo Mega Mewtwo X,LV3.5,6,6,11,520
Mewtwo Mega Mewtwo X,LV3.5,6,9,7,520
Mewtwo Mega Mewtwo X,LV3.5,6,10,6,520
Mewtwo Mega Mewtwo X,LV3.5,6,11,5,520
Mewtwo Mega Mewtwo X,LV3.5,6,12,4,520
Mewtwo Mega Mewtwo X,LV3.5,6,13,3,520
Mewtwo Mega Mewtwo X,LV3.5,6,14,2,520
Mewtwo Mega Mewtwo X,LV3.5,6,15,1,520
Mewtwo Mega Mewtwo X,LV3.5,7,1,15,520
Mewtwo Mega Mewtwo X,LV3.5,7,2,14,520
Mewtwo Mega Mewtwo X,LV3.5,7,3,13,520
Mewtwo Mega Mewtwo X,LV3.5,7,4,12,520
Mewtwo Mega Mewtwo X,LV3.5,7,6,9,520
Mewtwo Mega Mewtwo X,LV3.5,7,7,8,520
Mewtwo Mega Mewtwo X,LV3.5,7,8,7,520
Mewtwo Mega Mewtwo X,LV3.5,7,9,6,520
Mewtwo Mega Mewtwo X,LV3.5,7,10,5,520
Mewtwo Mega Mewtwo X,LV3.5,7,11,4,520
Mewtwo Mega Mewtwo X,LV3.5,7,12,3,520
Mewtwo Mega Mewtwo X,LV3.5,7,13,2,520
Mewtwo Mega Mewtwo X,LV3.5,7,14,1,520
Mewtwo Mega Mewtwo X,LV3.5,7,15,0,520
Mewtwo Mega Mewtwo X,LV3.5,8,0,15,520
Mewtwo Mega Mewtwo X,LV3.5,8,1,14,520
Mewtwo Mega Mewtwo X,LV3.5,8,2,13,520
Mewtwo Mega Mewtwo X,LV3.5,8,4,10,520
Mewtwo Mega Mewtwo X,LV3.5,8,5,9,520
Mewtwo Mega Mewtwo X,LV3.5,8,6,8,520
Mewtwo Mega Mewtwo X,LV3.5,8,7,7,520
Mewtwo Mega Mewtwo X,LV3.5,8,8,6,520
Mewtwo Mega Mewtwo X,LV3.5,8,9,5,520
Mewtwo Mega Mewtwo X,LV3.5,8,10,4,520
Mewtwo Mega Mewtwo X,LV3.5,8,11,3,520
Mewtwo Mega Mewtwo X,LV3.5,8,12,2,520
Mewtwo Mega Mewtwo X,LV3.5,8,13,1,520
Mewtwo Mega Mewtwo X,LV3.5,8,14,0,520
Mewtwo Mega Mewtwo X,LV3.5,9,0,14,520
Mewtwo Mega Mewtwo X,LV3.5,9,1,13,520
Mewtwo Mega Mewtwo X,LV3.5,9,2,11,520
Mewtwo Mega Mewtwo X,LV3.5,9,3,10,520
Mewtwo Mega Mewtwo X,LV3.5,9,4,9,520
Mewtwo Mega Mewtwo X,LV3.5,9,5,8,520
Mewtwo Mega Mewtwo X,LV3.5,9,6,7,520
Mewtwo Mega Mewtwo X,LV3.5,9,7,6,520
Mewtwo Mega Mewtwo X,LV3.5,9,8,5,520
Mewtwo Mega Mewtwo X,LV3.5,9,9,4,520
Mewtwo Mega Mewtwo X,LV3.5,9,10,3,520
Mewtwo Mega Mewtwo X,LV3.5,9,11,2,520
Mewtwo Mega Mewtwo X,LV3.5,9,12,1,520
Mewtwo Mega Mewtwo X,LV3.5,9,13,0,520
Mewtwo Mega Mewtwo X,LV3.5,10,1,11,520
Mewtwo Mega Mewtwo X,LV3.5,10,2,10,520
Mewtwo Mega Mewtwo X,LV3.5,10,3,9,520
Mewtwo Mega Mewtwo X,LV3.5,10,4,8,520
Mewtwo Mega Mewtwo X,LV3.5,10,5,7,520
Mewtwo Mega Mewtwo X,LV3.5,10,6,6,520
Mewtwo Mega Mewtwo X,LV3.5,10,7,5,520
Mewtwo Mega Mewtwo X,LV3.5,10,8,4,520
Mewtwo Mega Mewtwo X,LV3.5,10,9,3,520
Mewtwo Mega Mewtwo X,LV3.5,10,10,2,520
Mewtwo Mega Mewtwo X,LV3.5,10,11,1,520
Mewtwo Mega Mewtwo X,LV3.5,10,12,0,520
Mewtwo Mega Mewtwo X,LV3.5,11,0,11,520
Mewtwo Mega Mewtwo X,LV3.5,11,1,10,520
Mewtwo Mega Mewtwo X,LV3.5,11,2,9,520
Mewtwo Mega Mewtwo X,LV3.5,11,3,8,520
Mewtwo Mega Mewtwo X,LV3.5,11,4,7,520
Mewtwo Mega Mewtwo X,LV3.5,11,5,6,520
Mewtwo Mega Mewtwo X,LV3.5,11,6,5,520
Mewtwo Mega Mewtwo X,LV3.5,11,7,4,520
Mewtwo Mega Mewtwo X,LV3.5,11,8,3,520
Mewtwo Mega Mewtwo X,LV3.5,11,9,2,520
Mewtwo Mega Mewtwo X,LV3.5,11,10,1,520
Mewtwo Mega Mewtwo X,LV3.5,11,11,0,520
Mewtwo Mega Mewtwo X,LV3.5,12,0,10,520
Mewtwo Mega Mewtwo X,LV3.5,12,1,9,520
Mewtwo Mega Mewtwo X,LV3.5,12,2,8,520
Mewtwo Mega Mewtwo X,LV3.5,12,3,7,520
Mewtwo Mega Mewtwo X,LV3.5,12,4,6,520
Mewtwo Mega Mewtwo X,LV3.5,12,5,5,520
Mewtwo Mega Mewtwo X,LV3.5,12,6,4,520
Mewtwo Mega Mewtwo X,LV3.5,12,7,3,520
Mewtwo Mega Mewtwo X,LV3.5,12,8,2,520
Mewtwo Mega Mewtwo X,LV3.5,12,9,1,520
Mewtwo Mega Mewtwo X,LV3.5,12,10,0,520
Mewtwo Mega Mewtwo X,LV3.5,13,0,9,520
Mewtwo Mega Mewtwo X,LV3.5,13,1,8,520
Mewtwo Mega Mewtwo X,LV3.5,13,2,7,520
Mewtwo Mega Mewtwo X,LV3.5,13,3,6,520
Mewtwo Mega Mewtwo X,LV3.5,13,4,5,520
Mewtwo Mega Mewtwo X,LV3.5,13,5,4,520
Mewtwo Mega Mewtwo X,LV3.5,13,6,3,520
Mewtwo Mega Mewtwo X,LV3.5,14,0,8,520
Mewtwo Mega Mewtwo X,LV3.5,14,1,7,520
Mewtwo Mega Mewtwo X,LV3.5,14,2,6,520
Mewtwo Mega Mewtwo X,LV3.5,14,3,5,520
Mewtwo Mega Mewtwo X,LV3.5,14,7,0,520
Mewtwo Mega Mewtwo X,LV3.5,15,0,7,520
Mewtwo Mega Mewtwo X,LV3.5,15,1,6,520
Mewtwo Mega Mewtwo X,LV3.5,15,2,5,520
Mewtwo Mega Mewtwo X,LV3.5,15,4,2,520
Mewtwo Mega Mewtwo X,LV3.5,15,5,1,520
Mewtwo Mega Mewtwo X,LV3.5,15,6,0,520
